PLMNID,LAC/TAC,Cell ID/ECI,Technology,,
310410,14002,64922,GSM/UMTS,36B2,FD9A
310410,14997,64922,GSM/UMTS,3A95,FD9A
310410,14002,64923,GSM/UMTS,36B2,FD9B
310410,14997,64923,GSM/UMTS,3A95,FD9B
310410,14997,64927,GSM/UMTS,3A95,FD9F
310410,14997,64928,GSM/UMTS,3A95,FDA0
310410,14997,64929,GSM/UMTS,3A95,FDA1
310410,14004,65001,GSM/UMTS,36B4,FDE9
310410,14998,65001,GSM/UMTS,3A96,FDE9
310410,14004,65002,GSM/UMTS,36B4,FDEA
310410,14998,65002,GSM/UMTS,3A96,FDEA
310410,14004,65003,GSM/UMTS,36B4,FDEB
310410,14998,65003,GSM/UMTS,3A96,FDEB
310410,14002,65021,GSM/UMTS,36B2,FDFD
310410,14998,65021,GSM/UMTS,3A96,FDFD
310410,14002,65022,GSM/UMTS,36B2,FDFE
310410,14998,65022,GSM/UMTS,3A96,FDFE
310410,14002,65023,GSM/UMTS,36B2,FDFF
310410,14998,65023,GSM/UMTS,3A96,FDFF
310410,14004,65231,GSM/UMTS,36B4,FECF
310410,14998,65231,GSM/UMTS,3A96,FECF
310410,14004,65232,GSM/UMTS,36B4,FED0
310410,14998,65232,GSM/UMTS,3A96,FED0
310410,14004,65233,GSM/UMTS,36B4,FED1
310410,14998,65233,GSM/UMTS,3A96,FED1
310410,14998,65237,GSM/UMTS,3A96,FED5
310410,14998,65238,GSM/UMTS,3A96,FED6
310410,14998,65239,GSM/UMTS,3A96,FED7
310410,14002,65351,GSM/UMTS,36B2,FF47
310410,14998,65351,GSM/UMTS,3A96,FF47
310410,14002,65352,GSM/UMTS,36B2,FF48
310410,14998,65352,GSM/UMTS,3A96,FF48
310410,14002,65353,GSM/UMTS,36B2,FF49
310410,14998,65353,GSM/UMTS,3A96,FF49
310410,14998,65357,GSM/UMTS,3A96,FF4D
310410,14998,65358,GSM/UMTS,3A96,FF4E
310410,14998,65359,GSM/UMTS,3A96,FF4F
310410,14002,65391,GSM/UMTS,36B2,FF6F
310410,14997,65391,GSM/UMTS,3A95,FF6F
310410,14002,65392,GSM/UMTS,36B2,FF70
310410,14997,65392,GSM/UMTS,3A95,FF70
310410,14002,65393,GSM/UMTS,36B2,FF71
310410,14997,65393,GSM/UMTS,3A95,FF71
310410,14997,65397,GSM/UMTS,3A95,FF75
310410,14997,65398,GSM/UMTS,3A95,FF76
310410,14997,65399,GSM/UMTS,3A95,FF77
310410,32952,7005,GSM/UMTS,80B8,1B5D
310410,32952,7006,GSM/UMTS,80B8,1B5E
310410,32952,7007,GSM/UMTS,80B8,1B5F
310410,32952,7015,GSM/UMTS,80B8,1B67
310410,32952,7016,GSM/UMTS,80B8,1B68
310410,32952,7017,GSM/UMTS,80B8,1B69
310410,32952,7045,GSM/UMTS,80B8,1B85
310410,32952,7046,GSM/UMTS,80B8,1B86
310410,32952,7047,GSM/UMTS,80B8,1B87
310410,32952,7075,GSM/UMTS,80B8,1BA3
310410,32952,7076,GSM/UMTS,80B8,1BA4
310410,32952,7077,GSM/UMTS,80B8,1BA5
310410,52047,71,GSM/UMTS,CB4F,47
310410,52047,72,GSM/UMTS,CB4F,48
310410,52047,73,GSM/UMTS,CB4F,49
310410,17012,7661,GSM/UMTS,4274,1DED
310410,17530,7661,GSM/UMTS,447A,1DED
310410,17012,7662,GSM/UMTS,4274,1DEE
310410,17530,7662,GSM/UMTS,447A,1DEE
310410,17012,7663,GSM/UMTS,4274,1DEF
310410,17530,7663,GSM/UMTS,447A,1DEF
310410,17530,7664,GSM/UMTS,447A,1DF0
310410,17530,7665,GSM/UMTS,447A,1DF1
310410,37905,7665,GSM/UMTS,9411,1DF1
310410,17530,7666,GSM/UMTS,447A,1DF2
310410,37905,7666,GSM/UMTS,9411,1DF2
310410,37905,7667,GSM/UMTS,9411,1DF3
310410,26003,801,GSM/UMTS,6593,321
310410,26501,801,GSM/UMTS,6785,321
310410,26003,802,GSM/UMTS,6593,322
310410,26501,802,GSM/UMTS,6785,322
310410,26003,803,GSM/UMTS,6593,323
310410,26501,803,GSM/UMTS,6785,323
310410,26501,804,GSM/UMTS,6785,324
310410,26501,805,GSM/UMTS,6785,325
310410,26501,806,GSM/UMTS,6785,326
310410,26003,807,GSM/UMTS,6593,327
310410,26501,807,GSM/UMTS,6785,327
310410,26003,808,GSM/UMTS,6593,328
310410,26501,808,GSM/UMTS,6785,328
310410,26003,809,GSM/UMTS,6593,329
310410,26501,809,GSM/UMTS,6785,329
310410,42999,8161,GSM/UMTS,A7F7,1FE1
310410,42999,8162,GSM/UMTS,A7F7,1FE2
310410,42999,8163,GSM/UMTS,A7F7,1FE3
310410,42999,8167,GSM/UMTS,A7F7,1FE7
310410,42999,8168,GSM/UMTS,A7F7,1FE8
310410,42999,8169,GSM/UMTS,A7F7,1FE9
310410,42999,8181,GSM/UMTS,A7F7,1FF5
310410,42999,8182,GSM/UMTS,A7F7,1FF6
310410,42999,8183,GSM/UMTS,A7F7,1FF7
310410,42999,8187,GSM/UMTS,A7F7,1FFB
310410,42999,8188,GSM/UMTS,A7F7,1FFC
310410,42999,8189,GSM/UMTS,A7F7,1FFD
310410,42999,8201,GSM/UMTS,A7F7,2009
310410,42999,8202,GSM/UMTS,A7F7,200A
310410,42999,8203,GSM/UMTS,A7F7,200B
310410,42999,8207,GSM/UMTS,A7F7,200F
310410,42999,8208,GSM/UMTS,A7F7,2010
310410,42999,8209,GSM/UMTS,A7F7,2011
310410,52042,821,GSM/UMTS,CB4A,335
310410,42999,8211,GSM/UMTS,A7F7,2013
310410,42999,8213,GSM/UMTS,A7F7,2015
310410,52042,822,GSM/UMTS,CB4A,336
310410,42999,8221,GSM/UMTS,A7F7,201D
310410,42999,8222,GSM/UMTS,A7F7,201E
310410,42999,8223,GSM/UMTS,A7F7,201F
310410,42999,8227,GSM/UMTS,A7F7,2023
310410,42999,8228,GSM/UMTS,A7F7,2024
310410,42999,8229,GSM/UMTS,A7F7,2025
310410,42999,8231,GSM/UMTS,A7F7,2027
310410,42999,8232,GSM/UMTS,A7F7,2028
310410,42999,8233,GSM/UMTS,A7F7,2029
310410,42984,8237,GSM/UMTS,A7E8,202D
310410,42984,8238,GSM/UMTS,A7E8,202E
310410,42984,8239,GSM/UMTS,A7E8,202F
310410,42999,8241,GSM/UMTS,A7F7,2031
310410,42999,8242,GSM/UMTS,A7F7,2032
310410,42999,8243,GSM/UMTS,A7F7,2033
310410,42984,8247,GSM/UMTS,A7E8,2037
310410,42984,8248,GSM/UMTS,A7E8,2038
310410,42984,8249,GSM/UMTS,A7E8,2039
310410,42999,8251,GSM/UMTS,A7F7,203B
310410,42999,8252,GSM/UMTS,A7F7,203C
310410,42999,8253,GSM/UMTS,A7F7,203D
310410,42984,8257,GSM/UMTS,A7E8,2041
310410,42984,8258,GSM/UMTS,A7E8,2042
310410,42984,8259,GSM/UMTS,A7E8,2043
310410,42999,8261,GSM/UMTS,A7F7,2045
310410,42999,8262,GSM/UMTS,A7F7,2046
310410,42999,8263,GSM/UMTS,A7F7,2047
310410,42999,8271,GSM/UMTS,A7F7,204F
310410,42999,8272,GSM/UMTS,A7F7,2050
310410,42999,8273,GSM/UMTS,A7F7,2051
310410,42999,8361,GSM/UMTS,A7F7,20A9
310410,42999,8362,GSM/UMTS,A7F7,20AA
310410,42999,8363,GSM/UMTS,A7F7,20AB
310410,42999,8367,GSM/UMTS,A7F7,20AF
310410,42999,8368,GSM/UMTS,A7F7,20B0
310410,42999,8369,GSM/UMTS,A7F7,20B1
310410,42999,8371,GSM/UMTS,A7F7,20B3
310410,42999,8372,GSM/UMTS,A7F7,20B4
310410,42999,8373,GSM/UMTS,A7F7,20B5
310410,42999,8377,GSM/UMTS,A7F7,20B9
310410,42999,8378,GSM/UMTS,A7F7,20BA
310410,42999,8379,GSM/UMTS,A7F7,20BB
310410,52042,91,GSM/UMTS,CB4A,5B
310410,52042,92,GSM/UMTS,CB4A,5C
310410,26514,9231,GSM/UMTS,6792,240F
310410,26514,9232,GSM/UMTS,6792,2410
310410,26514,9233,GSM/UMTS,6792,2411
310410,26514,9234,GSM/UMTS,6792,2412
310410,26514,9235,GSM/UMTS,6792,2413
310410,26514,9236,GSM/UMTS,6792,2414
310410,26514,9237,GSM/UMTS,6792,2415
310410,26514,9238,GSM/UMTS,6792,2416
310410,26514,9239,GSM/UMTS,6792,2417
310410,52042,93,GSM/UMTS,CB4A,5D
310410,52047,9621,GSM/UMTS,CB4F,2595
310410,52047,9622,GSM/UMTS,CB4F,2596
310410,52047,9623,GSM/UMTS,CB4F,2597
310410,52030,9631,GSM/UMTS,CB3E,259F
310410,52030,9632,GSM/UMTS,CB3E,25A0
310410,52030,9633,GSM/UMTS,CB3E,25A1
